Linux 3.0.101-0.15-default (axle) 	11/18/2014 	_x86_64_

04:45:23 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:46:23 PM     all     69.40      0.00     13.68      0.01      0.00     16.90
04:47:23 PM     all     64.32      0.00     13.08      0.00      0.00     22.60
04:48:23 PM     all     64.65      0.00     14.02      0.00      0.00     21.32
04:49:23 PM     all     63.87      0.00     13.85      0.00      0.00     22.27
04:50:23 PM     all     65.00      0.00     12.08      0.00      0.00     22.92
04:51:23 PM     all     63.26      0.00     14.42      0.00      0.00     22.32
04:52:23 PM     all     65.03      0.00     13.04      0.00      0.00     21.94
04:53:23 PM     all     67.65      0.00     12.68      0.00      0.00     19.67
04:54:23 PM     all     67.19      0.00     12.24      0.00      0.00     20.57
04:55:23 PM     all     69.13      0.00     11.49      0.00      0.00     19.38
04:56:23 PM     all     68.24      0.00     11.75      0.00      0.00     20.00
04:57:23 PM     all     65.20      0.00     12.68      0.00      0.00     22.11
04:58:23 PM     all     64.40      0.00     13.35      0.00      0.00     22.25
04:59:23 PM     all     67.64      0.00     11.25      0.00      0.00     21.11
05:00:23 PM     all     65.97      0.00     12.59      0.00      0.00     21.44
05:01:23 PM     all     62.71      0.00     13.78      0.00      0.00     23.51
05:02:23 PM     all     60.52      0.00     15.29      0.00      0.00     24.19
05:03:23 PM     all     66.88      0.00     15.63      0.00      0.00     17.49
05:04:23 PM     all     16.07      0.00      4.15      0.00      0.00     79.77
05:05:23 PM     all      5.34      0.00      1.14      0.00      0.00     93.51
05:06:23 PM     all      5.61      0.00      1.65      0.00      0.00     92.74
