# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416324770;20735292;243789132;92.16;330988;40171464;207873820;76.17
axle;60;1416324830;18756640;245767784;92.91;331052;42457364;207509208;76.04
axle;60;1416324890;13925596;250598828;94.74;331136;45957204;208847248;76.53
axle;60;1416324950;14017148;250507276;94.70;331188;46081772;208620328;76.44
axle;60;1416325010;14922672;249601752;94.36;331228;46083312;207735636;76.12
axle;60;1416325070;14854596;249669828;94.38;331280;46084988;207800200;76.14
axle;60;1416325130;12511244;252013180;95.27;331340;46524512;209696704;76.84
axle;60;1416325190;13606020;250918404;94.86;331412;47622480;207504460;76.03
axle;60;1416325250;11632104;252892320;95.60;331440;49056704;208065992;76.24
axle;60;1416325310;11346520;253177904;95.71;331504;49636620;207764876;76.13
axle;60;1416325370;10896836;253627588;95.88;331540;50329992;207504580;76.03
