# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416324770;0.07;133.98;219730.13;0.00;183234.26;0.00;0.00;0.00;0.00
axle;60;1416324830;0.00;330.51;201413.21;0.00;112316.77;0.00;0.00;0.00;0.00
axle;60;1416324890;0.00;151.18;78412.98;0.00;3604.28;0.00;0.00;0.00;0.00
axle;60;1416324950;0.00;34.07;53651.61;0.00;12173.50;0.00;0.00;0.00;0.00
axle;60;1416325010;0.00;30.87;21640.74;0.00;21053.69;0.00;0.00;0.00;0.00
axle;60;1416325070;0.00;29.00;42831.57;0.00;2330.89;0.00;0.00;0.00;0.00
axle;60;1416325130;0.00;66.73;53801.90;0.00;6134.10;0.00;0.00;0.00;0.00
axle;60;1416325190;0.00;35.41;44939.98;0.00;10422.61;0.00;0.00;0.00;0.00
axle;60;1416325250;0.00;21.94;41266.53;0.00;313.34;0.00;0.00;0.00;0.00
axle;60;1416325310;0.00;33.87;55237.33;0.00;3778.65;0.00;0.00;0.00;0.00
axle;60;1416325370;0.00;34.42;78483.81;0.00;6756.09;0.00;0.00;0.00;0.00
