# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416324060;sda;1.37;0.00;170.29;124.00;0.00;2.44;0.20;0.03
axle;60;1416324120;sda;0.83;0.00;79.32;95.04;0.00;0.32;0.16;0.01
axle;60;1416324180;sda;0.63;0.00;67.02;105.68;0.00;0.42;0.11;0.01
axle;60;1416324240;sda;0.57;0.00;33.93;59.76;0.00;0.00;0.00;0.00
axle;60;1416324300;sda;0.55;0.00;36.71;66.67;0.00;0.24;0.24;0.01
axle;60;1416324360;sda;0.89;0.00;97.83;109.89;0.00;0.15;0.08;0.01
axle;60;1416324420;sda;0.75;0.00;68.05;90.49;0.00;0.00;0.00;0.00
axle;60;1416324480;sda;0.62;0.00;44.21;71.57;0.00;0.22;0.22;0.01
axle;60;1416324540;sda;1.38;0.00;211.31;152.67;0.00;0.39;0.10;0.01
axle;60;1416324600;sda;1.27;0.00;186.87;147.16;0.00;0.37;0.16;0.02
axle;60;1416324660;sda;1.08;0.00;104.55;96.49;0.00;0.31;0.06;0.01
